




0:8:50,24.826456,-107.380167,103.50,49.00,27.80,27.60,100881.00,36.61,100880.00,1.17,-0.60,9.52,-0.07,0.01,-0.01
0:8:54,24.826462,-107.380168,103.50,49.00,27.90,27.60,100879.00,36.78,100890.00,1.17,-0.60,9.52,-0.07,0.01,-0.01
0:8:56,24.826507,-107.380168,98.70,49.00,27.90,27.60,100885.00,36.95,100879.00,1.17,-0.60,9.52,-0.07,0.01,-0.01
0:9:0,24.826549,-107.380167,98.70,49.00,27.90,27.60,100882.00,36.70,100879.00,1.17,-0.60,9.52,-0.07,0.01,-0.01
0:9:2,24.826563,-107.380167,98.70,49.00,27.90,27.60,100879.00,36.70,100879.00,1.17,-0.60,9.52,-0.07,0.01,-0.01
0:9:4,24.826573,-107.380166,98.70,49.00,27.90,27.60,100882.00,37.28,100874.00,1.17,-0.60,9.52,-0.07,0.01,-0.01


0:11:2,24.826388,-107.380205,99.80,46.00,28.60,28.00,100889.00,36.20,100895.00,0.00,0.00,0.00,0.00,0.00,0.00
0:11:3,24.826387,-107.380204,99.80,47.00,28.60,28.10,100888.00,36.28,100890.00,0.00,0.00,0.00,0.00,0.00,0.00
0:11:3,24.826387,-107.380204,100.10,47.00,28.70,28.10,100884.00,37.03,100888.00,0.00,0.00,0.00,0.00,0.00,0.00


0:12:40,24.826571,-107.380208,73.20,46.00,29.00,28.20,100878.00,36.86,100882.00,0.00,0.00,0.00,0.00,0.00,0.00
0:12:43,24.826573,-107.380206,73.70,46.00,29.00,28.20,100885.00,36.36,100886.00,0.00,0.00,0.00,0.00,0.00,0.00
0:12:50,24.826588,-107.380198,73.70,46.00,29.00,28.20,100890.00,36.28,100887.00,0.00,0.00,0.00,0.00,0.00,0.00
0:12:50,24.826588,-107.380198,73.70,46.00,29.00,28.20,100890.00,36.28,100887.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:5,24.826590,-107.380180,73.70,46.00,29.10,28.20,100885.00,36.11,100893.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:8,24.826586,-107.380180,73.70,46.00,29.10,28.20,100887.00,36.11,100890.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:25,24.826566,-107.380201,73.70,46.00,29.10,28.30,100891.00,36.36,100892.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:25,24.826566,-107.380201,73.10,45.00,29.10,28.30,100887.00,36.20,100892.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:26,24.826566,-107.380202,73.10,45.00,29.10,28.30,100890.00,36.45,100894.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:26,24.826566,-107.380202,73.10,45.00,29.10,28.30,100890.00,36.45,100894.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:47,24.826521,-107.380210,73.10,45.00,29.20,28.30,100885.00,36.70,100890.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:49,24.826518,-107.380208,83.70,45.00,29.20,28.30,100888.00,36.11,100892.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:49,24.826518,-107.380208,83.70,45.00,29.20,28.30,100888.00,36.11,100892.00,0.00,0.00,0.00,0.00,0.00,0.00
0:13:50,24.826517,-107.380207,84.00,45.00,29.20,28.30,100883.00,36.11,100888.00,0.00,0.00,0.00,0.00,0.00,0.00
0:14:8,24.826484,-107.380195,84.00,45.00,29.20,28.30,100886.00,36.95,100887.00,0.00,0.00,0.00,0.00,0.00,0.00
0:14:11,24.826487,-107.380192,89.10,45.00,29.20,28.30,100888.00,36.28,100886.00,0.00,0.00,0.00,0.00,0.00,0.00
0:14:11,24.826487,-107.380192,89.10,45.00,29.20,28.30,100888.00,36.28,100886.00,0.00,0.00,0.00,0.00,0.00,0.00
0:14:20,24.826494,-107.380190,88.30,45.00,29.30,28.30,100885.00,36.70,100891.00,0.00,0.00,0.00,0.00,0.00,0.00
0:14:31,24.826493,-107.380189,88.30,45.00,29.30,28.30,100888.00,36.61,100890.00,0.00,0.00,0.00,0.00,0.00,0.00
0:14:32,24.826494,-107.380189,88.30,45.00,29.30,28.30,100889.00,36.61,100884.00,0.00,0.00,0.00,0.00,0.00,0.00
0:14:35,24.826491,-107.380188,88.30,45.00,29.30,28.40,100883.00,36.61,100884.00,0.00,0.00,0.00,0.00,0.00,0.00

0:15:30,24.826543,-107.380176,80.50,45.00,29.40,28.40,100890.00,35.95,100892.00,0.00,0.00,0.00,0.00,0.00,0.00
0:15:33,24.826549,-107.380174,80.50,45.00,29.40,28.40,100887.00,36.28,100893.00,0.00,0.00,0.00,0.00,0.00,0.00
0:15:40,24.826552,-107.380174,79.10,45.00,29.40,28.40,100883.00,36.20,100891.00,0.00,0.00,0.00,0.00,0.00,0.00
0:15:46,24.826547,-107.380174,78.80,44.00,29.40,28.40,100890.00,36.03,100894.00,0.00,0.00,0.00,0.00,0.00,0.00
0:15:52,24.826546,-107.380178,78.80,44.00,29.40,28.40,100887.00,36.53,100889.00,0.00,0.00,0.00,0.00,0.00,0.00
0:15:55,24.826542,-107.380183,77.00,44.00,29.50,28.40,100893.00,36.28,100889.00,0.00,0.00,0.00,0.00,0.00,0.00
0:16:1,24.826539,-107.380190,77.00,44.00,29.50,28.40,100886.00,36.86,100890.00,0.00,0.00,0.00,0.00,0.00,0.00
0:16:7,24.826538,-107.380195,77.00,44.00,29.40,28.40,100890.00,36.95,100889.00,0.00,0.00,0.00,0.00,0.00,0.00
0:16:14,24.826528,-107.380204,77.00,44.00,29.50,28.40,100893.00,36.03,100892.00,0.00,0.00,0.00,0.00,0.00,0.00
0:16:21,24.826518,-107.380213,77.00,44.00,29.50,28.40,100888.00,36.36,100886.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:16:26,24.826509,-107.380215,77.00,44.00,29.40,28.40,100884.00,36.36,100889.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:16:33,24.826514,-107.380213,77.00,44.00,29.40,28.40,100888.00,36.45,100886.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:16:38,24.826518,-107.380210,77.00,44.00,29.40,28.40,100887.00,36.45,100890.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:16:45,24.826533,-107.380206,77.00,44.00,29.40,28.40,100891.00,36.03,100886.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:16:51,24.826556,-107.380202,77.00,44.00,29.40,28.40,100891.00,36.28,100885.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:16:56,24.826573,-107.380202,74.50,44.00,29.40,28.40,100886.00,36.03,100889.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:1,24.826586,-107.380207,74.50,44.00,29.40,28.40,100887.00,36.45,100890.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:8,24.826591,-107.380200,74.50,44.00,29.40,28.40,100894.00,36.03,100888.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:18,24.826589,-107.380190,74.50,44.00,29.40,28.40,100881.00,36.45,100888.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:24,24.826585,-107.380193,69.40,44.00,29.30,28.40,100884.00,36.36,100892.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:26,24.826582,-107.380197,69.30,44.00,29.30,28.40,100884.00,36.95,100886.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:37,24.826579,-107.380208,69.30,44.00,29.30,28.40,100888.00,36.61,100890.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:43,24.826576,-107.380208,69.30,44.00,29.30,28.40,100889.00,36.45,100888.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:48,24.826571,-107.380207,69.30,44.00,29.20,28.40,100889.00,36.70,100895.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:55,24.826556,-107.380210,69.30,44.00,29.20,28.40,100891.00,35.86,100892.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:17:57,24.826550,-107.380209,69.20,44.00,29.20,28.50,100891.00,35.95,100891.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:2,24.826538,-107.380205,69.20,44.00,29.20,28.50,100890.00,35.95,100888.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:8,24.826529,-107.380199,69.20,44.00,29.20,28.50,100882.00,36.11,100892.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:15,24.826534,-107.380197,69.20,44.00,29.30,28.50,100889.00,35.69,100896.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:24,24.826545,-107.380198,69.20,44.00,29.30,28.50,100889.00,36.36,100892.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:30,24.826542,-107.380195,67.80,44.00,29.30,28.60,100894.00,36.28,100892.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:33,24.826538,-107.380196,67.80,44.00,29.30,28.60,100892.00,36.11,100891.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:38,24.826530,-107.380195,67.60,44.00,29.30,28.60,100896.00,36.03,100893.00,-7.49,-4.74,12.56,0.08,-0.20,-0.40
0:18:43,24.826522,-107.380193,69.90,44.00,29.30,28.60,100888.00,36.11,100893.00,1.23,-0.50,9.64,-0.07,0.02,-0.01
0:18:50,24.826520,-107.380196,69.90,44.00,29.30,28.60,100887.00,36.03,100890.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:18:57,24.826534,-107.380200,69.90,45.00,29.30,28.60,100887.00,36.20,100892.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:2,24.826556,-107.380200,69.90,45.00,29.30,28.60,100889.00,36.61,100893.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:8,24.826557,-107.380203,69.90,45.00,29.40,28.60,100893.00,36.20,100894.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:15,24.826563,-107.380203,69.90,45.00,29.40,28.60,100891.00,36.53,100890.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:25,24.826540,-107.380206,69.90,45.00,29.40,28.60,100886.00,35.78,100894.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:28,24.826535,-107.380206,75.70,44.00,29.40,28.60,100890.00,36.45,100888.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:37,24.826544,-107.380215,75.70,44.00,29.40,28.60,100888.00,35.69,100896.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:44,24.826566,-107.380213,75.70,44.00,29.40,28.60,100888.00,35.95,100893.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:49,24.826575,-107.380208,71.80,44.00,29.40,28.60,100882.00,36.61,100893.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:54,24.826586,-107.380203,70.50,44.00,29.40,28.60,100885.00,36.61,100882.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:19:55,24.826588,-107.380202,70.50,45.00,29.40,28.70,100885.00,36.28,100895.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:1,24.826601,-107.380198,70.50,45.00,29.50,28.70,100888.00,36.36,100893.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:13,24.826628,-107.380196,70.50,44.00,29.50,28.70,100886.00,36.20,100887.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:18,24.826638,-107.380198,70.50,44.00,29.50,28.70,100887.00,36.36,100895.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:20,24.826643,-107.380200,62.60,44.00,29.50,28.70,100889.00,36.61,100887.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:32,24.826657,-107.380208,62.60,44.00,29.50,28.70,100887.00,36.11,100891.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:37,24.826659,-107.380211,61.30,44.00,29.50,28.70,100890.00,35.78,100893.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:38,24.826658,-107.380210,61.40,44.00,29.50,28.70,100895.00,36.53,100892.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:44,24.826655,-107.380208,62.50,44.00,29.50,28.70,100889.00,36.28,100887.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:20:54,24.826650,-107.380210,63.20,44.00,29.50,28.70,100895.00,35.95,100896.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:21:0,24.826655,-107.380216,62.10,44.00,29.50,28.70,100893.00,35.86,100894.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:21:2,24.826656,-107.380215,60.50,44.00,29.50,28.70,100891.00,36.28,100888.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:21:9,24.826665,-107.380208,60.30,44.00,29.50,28.70,100892.00,35.53,100894.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:21:18,24.826670,-107.380201,60.30,44.00,29.50,28.70,100887.00,35.95,100892.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:21:24,24.826670,-107.380198,62.50,44.00,29.50,28.70,100890.00,36.11,100896.00,1.20,-0.51,9.60,-0.07,0.01,-0.01
0:21:37,24.826644,-107.380211,62.50,44.00,29.50,28.70,100889.00,36.45,100888.00,1.20,-0.51,9.60,-0.07,0.01,-0.01


























23:14:56,24.826760,-107.380493,0.00,43.00,22.90,22.70,100832.00,41.29,100832.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:13,24.826697,-107.380520,67.10,43.00,22.80,22.60,100829.00,40.71,100834.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:18,24.826698,-107.380514,67.10,43.00,22.80,22.60,100835.00,41.21,100830.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:20,24.826700,-107.380511,65.30,42.00,22.80,22.60,100836.00,40.79,100844.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:25,24.826697,-107.380510,64.40,42.00,22.80,22.50,100828.00,41.21,100834.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:32,24.826689,-107.380511,64.40,42.00,22.70,22.50,100832.00,41.38,100836.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:37,24.826686,-107.380510,61.30,42.00,22.70,22.40,100836.00,41.04,100833.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:52,24.826673,-107.380515,61.30,42.00,22.70,22.40,100827.00,40.79,100833.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:53,24.826670,-107.380518,60.90,42.00,22.70,22.40,100829.00,41.54,100836.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:54,24.826670,-107.380520,61.50,42.00,22.70,22.30,100830.00,40.63,100838.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15:54,24.826670,-107.380520,61.50,42.00,22.70,22.30,100830.00,40.63,100838.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:8,24.826667,-107.380523,61.50,42.00,22.60,22.20,100830.00,40.88,100831.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:19,24.826677,-107.380519,61.50,42.00,22.60,22.10,100832.00,40.54,100830.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:19,24.826677,-107.380519,60.70,42.00,22.60,22.20,100833.00,41.21,100833.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:24,24.826680,-107.380520,61.10,42.00,22.50,22.20,100833.00,41.21,100836.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:30,24.826676,-107.380525,61.10,42.00,22.50,22.30,100830.00,40.88,100834.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:43,24.826664,-107.380535,61.10,42.00,22.50,22.40,100834.00,39.96,100844.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:44,24.826663,-107.380535,62.00,43.00,22.50,22.40,100845.00,40.71,100838.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:47,24.826658,-107.380539,62.00,44.00,22.50,22.50,100832.00,40.63,100839.00,0.00,0.00,0.00,0.00,0.00,0.00
23:16:54,24.826659,-107.380536,62.80,44.00,22.60,22.60,100834.00,40.79,100836.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:2,24.826666,-107.380531,62.80,44.00,22.60,22.70,100844.00,40.21,100844.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:11,24.826674,-107.380528,62.50,45.00,22.70,22.80,100833.00,40.79,100843.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:17,24.826671,-107.380533,63.10,45.00,22.70,22.80,100834.00,40.54,100844.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:18,24.826670,-107.380534,63.10,45.00,22.80,22.90,100836.00,40.79,100838.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:23,24.826670,-107.380535,63.70,46.00,22.90,23.00,100839.00,39.87,100845.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:32,24.826666,-107.380539,63.70,46.00,22.90,23.00,100846.00,39.79,100844.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:37,24.826660,-107.380543,64.50,46.00,23.00,23.10,100844.00,40.71,100845.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:43,24.826660,-107.380542,64.60,46.00,23.10,23.20,100839.00,39.87,100850.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:48,24.826659,-107.380543,64.20,47.00,23.20,23.20,100844.00,39.62,100850.00,0.00,0.00,0.00,0.00,0.00,0.00
23:17:54,24.826659,-107.380544,64.10,47.00,23.20,23.30,100850.00,40.04,100848.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:6,24.826653,-107.380550,64.30,47.00,23.30,23.30,100845.00,39.79,100848.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:7,24.826652,-107.380551,64.20,47.00,23.40,23.30,100838.00,40.12,100846.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:11,24.826651,-107.380551,63.70,48.00,23.40,23.40,100847.00,39.37,100848.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:20,24.826646,-107.380554,61.90,48.00,23.50,23.40,100844.00,39.54,100844.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:24,24.826640,-107.380557,61.90,48.00,23.50,23.40,100848.00,39.87,100846.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:31,24.826637,-107.380559,61.90,48.00,23.60,23.50,100845.00,39.79,100847.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:37,24.826639,-107.380560,62.10,48.00,23.70,23.60,100847.00,39.79,100844.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:42,24.826643,-107.380558,62.50,48.00,23.70,23.70,100847.00,39.20,100850.00,0.00,0.00,0.00,0.00,0.00,0.00
23:18:54,24.826647,-107.380555,62.50,48.00,23.80,23.70,100844.00,40.12,100858.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:0,24.826641,-107.380548,64.10,49.00,23.90,23.80,100847.00,39.04,100852.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:2,24.826636,-107.380534,64.00,49.00,23.90,23.80,100851.00,39.46,100853.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:2,24.826636,-107.380534,65.80,49.00,23.90,23.90,100851.00,39.29,100853.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:11,24.826623,-107.380522,65.80,49.00,24.00,23.90,100852.00,39.46,100850.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:20,24.826627,-107.380517,65.80,49.00,24.10,24.00,100852.00,39.54,100852.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:24,24.826635,-107.380511,65.80,49.00,24.10,24.00,100848.00,39.20,100856.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:31,24.826639,-107.380508,65.80,50.00,24.20,24.10,100850.00,39.62,100850.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:35,24.826642,-107.380505,65.80,50.00,24.20,24.20,100854.00,38.95,100853.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:41,24.826642,-107.380503,65.80,50.00,24.30,24.20,100849.00,39.29,100855.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:49,24.826641,-107.380501,65.80,50.00,24.30,24.20,100857.00,39.04,100856.00,0.00,0.00,0.00,0.00,0.00,0.00
23:19:55,24.826632,-107.380505,63.60,50.00,24.40,24.30,100851.00,39.71,100854.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:1,24.826620,-107.380512,63.60,50.00,24.50,24.30,100855.00,39.54,100856.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:7,24.826621,-107.380512,63.60,50.00,24.50,24.40,100854.00,39.12,100858.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:14,24.826618,-107.380515,63.60,50.00,24.50,24.40,100850.00,39.54,100852.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:19,24.826623,-107.380512,63.60,50.00,24.60,24.40,100858.00,39.20,100857.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:24,24.826626,-107.380512,62.20,50.00,24.60,24.50,100854.00,39.04,100851.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:36,24.826626,-107.380512,62.50,51.00,24.60,24.50,100854.00,38.62,100856.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:37,24.826627,-107.380512,58.80,51.00,24.70,24.50,100858.00,38.70,100859.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:48,24.826639,-107.380503,58.80,51.00,24.70,24.60,100853.00,39.04,100854.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:55,24.826650,-107.380495,58.80,51.00,24.70,24.60,100852.00,39.29,100858.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:55,24.826650,-107.380495,58.60,51.00,24.80,24.60,100855.00,39.37,100853.00,0.00,0.00,0.00,0.00,0.00,0.00
23:20:58,24.826654,-107.380493,58.60,51.00,24.80,24.70,100853.00,39.12,100856.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:11,24.826656,-107.380491,58.60,51.00,24.90,24.80,100854.00,38.95,100858.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:17,24.826657,-107.380491,59.60,51.00,24.90,24.80,100859.00,39.29,100862.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:17,24.826657,-107.380491,59.60,51.00,24.90,24.80,100859.00,39.29,100862.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:24,24.826657,-107.380490,58.10,51.00,25.00,24.90,100862.00,38.79,100860.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:31,24.826658,-107.380491,58.10,51.00,25.00,24.90,100850.00,38.87,100861.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:40,24.826660,-107.380493,58.90,52.00,25.10,24.90,100847.00,39.29,100857.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:41,24.826660,-107.380493,59.40,52.00,25.10,25.00,100854.00,38.70,100864.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:48,24.826661,-107.380495,60.00,52.00,25.10,25.00,100853.00,39.29,100854.00,0.00,0.00,0.00,0.00,0.00,0.00
23:21:58,24.826660,-107.380502,60.00,52.00,25.20,25.10,100850.00,39.04,100857.00,0.81,-0.82,9.62,-0.07,0.02,-0.02
23:22:6,24.826664,-107.380503,60.00,52.00,25.20,25.10,100856.00,38.62,100860.00,0.81,-0.82,9.62,-0.07,0.02,-0.02
23:22:11,24.826658,-107.380512,60.00,52.00,25.20,25.10,100851.00,39.54,100848.00,0.81,-0.75,9.69,-0.07,0.01,-0.02
23:22:18,24.826668,-107.380508,63.60,52.00,25.30,25.10,100850.00,39.62,100859.00,0.79,-0.71,9.78,-0.07,0.01,-0.02
23:22:18,24.826668,-107.380508,63.60,52.00,25.30,25.10,100850.00,39.62,100859.00,0.79,-0.71,9.78,-0.07,0.01,-0.02
